0.01402578,-0.4118889,1.694442,1.357948,0.03621861,0.1226436,0.02802947,0.9913936
0.04195151,-0.4264416,1.697243,1.372094,0.03569414,0.1278217,0.02629847,0.9908057
0.05590187,-0.4337983,1.698732,1.379075,0.03523027,0.1308335,0.02439206,0.990478
0.06965953,-0.4411629,1.699985,1.385914,0.03472402,0.1337404,0.0219983,0.9901636
0.08374625,-0.4484332,1.701022,1.392871,0.03377863,0.136318,0.0192569,0.9899019
0.09754453,-0.4556379,1.702276,1.399786,0.03267994,0.1391597,0.016245,0.9895973
0.1114318,-0.4627285,1.703607,1.406855,0.03066542,0.1424887,0.0133001,0.9892319
0.1255161,-0.4694683,1.704586,1.413747,0.02818188,0.1457868,0.01103207,0.988853
0.1394595,-0.4760406,1.705383,1.420414,0.0269188,0.149226,0.009202773,0.9883938
0.1532111,-0.4823988,1.706112,1.427102,0.0267833,0.1530478,0.008095091,0.9878227
0.1673317,-0.48863,1.706548,1.433759,0.02652145,0.1576427,0.007076947,0.9871147
0.1811368,-0.4946897,1.70675,1.440467,0.02610409,0.1627332,0.006083412,0.986306
0.1950628,-0.5004786,1.706771,1.447079,0.02528734,0.1674157,0.005809283,0.985545
0.2091867,-0.5061441,1.706658,1.453646,0.0245083,0.1721887,0.006205913,0.9847395
0.2229795,-0.5115848,1.7065,1.460053,0.0242632,0.1769154,0.00687863,0.983903
0.2369434,-0.5167958,1.706221,1.46645,0.0244369,0.1819098,0.007830549,0.9829804
0.2508638,-0.5217946,1.705994,1.472727,0.02531886,0.1868111,0.00989803,0.9820197
0.2647702,-0.5265461,1.705722,1.47897,0.02659598,0.1908048,0.01251195,0.981188
0.2789199,-0.5313561,1.705565,1.485242,0.02843987,0.1944049,0.01488101,0.9803962
0.29268,-0.5360791,1.705412,1.491582,0.02976384,0.1977814,0.01634067,0.9796579
0.3064411,-0.5407566,1.705254,1.497903,0.03066493,0.2008143,0.01705863,0.9790007
0.320299,-0.5452245,1.704953,1.504316,0.03129329,0.2035987,0.01739971,0.9783995
0.3341824,-0.5494925,1.704742,1.510684,0.03166056,0.2058996,0.01784096,0.9778981
0.3480266,-0.5535845,1.704678,1.517064,0.03177914,0.2081144,0.01846979,0.9774137
0.3622082,-0.5574725,1.704673,1.523449,0.03170709,0.209826,0.01944888,0.9770311
0.3761271,-0.5612971,1.704309,1.529846,0.03156333,0.2114153,0.01996951,0.9766825
