0.01400724,0.3540266,1.594848,1.350642,0.03537887,-0.01518898,-0.01867396,-0.9990841
0.04193338,0.3630541,1.597486,1.368881,0.0330667,-0.008791044,-0.01830802,-0.9992468
0.05577135,0.3672092,1.598722,1.377586,0.03169314,-0.005255803,-0.01846267,-0.9993133
0.06958416,0.3714103,1.5996,1.386745,0.03160787,-0.00161244,-0.01893362,-0.9993197
0.08382197,0.3754505,1.600394,1.39577,0.03222182,0.001923963,-0.01949032,-0.9992889
0.097629,0.379453,1.601142,1.404876,0.03392754,0.005707636,-0.02028232,-0.9992022
0.1115517,0.3831137,1.601874,1.413557,0.0358636,0.009008124,-0.02093571,-0.9990968
0.1254276,0.3865899,1.60224,1.421904,0.03763004,0.01218151,-0.02138367,-0.9989887
0.1393284,0.3898717,1.602164,1.430084,0.03905032,0.01515637,-0.02178816,-0.9988847
0.1532325,0.3931293,1.601964,1.438655,0.04015635,0.01810342,-0.0224845,-0.9987764
0.1672295,0.3961306,1.601844,1.447101,0.04078911,0.02101854,-0.02324378,-0.9986762
0.1812393,0.3988567,1.601674,1.455167,0.04127143,0.02365443,-0.02372401,-0.9985861
0.1950535,0.4012768,1.60121,1.462772,0.04126234,0.02608654,-0.02368982,-0.9985268
0.209094,0.4034184,1.600325,1.470223,0.04118151,0.02831541,-0.02379681,-0.9984669
0.2230013,0.4054161,1.599005,1.477946,0.04090089,0.03071302,-0.02391322,-0.9984047
0.2369422,0.407003,1.597088,1.485393,0.04050563,0.03270689,-0.02310837,-0.9983765
0.2509374,0.408108,1.595132,1.492512,0.03883601,0.03380266,-0.02019543,-0.9984695
0.265335,0.408655,1.593337,1.498791,0.03608515,0.03470929,-0.01604646,-0.9986169
0.278798,0.4087186,1.591603,1.504577,0.03181972,0.03494582,-0.01060459,-0.9988263
0.2927335,0.4086758,1.589948,1.510735,0.02876614,0.03479702,-0.005360719,-0.998966
0.3066716,0.408647,1.588313,1.516841,0.02677613,0.03460172,-0.002259237,-0.9990399
0.3206028,0.4085662,1.586691,1.523243,0.0267313,0.03499509,-0.001175807,-0.9990293
0.3345876,0.4083,1.585534,1.529468,0.0274044,0.03518613,-0.0009791944,-0.9990045
0.3484271,0.4077374,1.58525,1.535687,0.02767782,0.03504229,-0.0004801722,-0.9990024
0.3624021,0.4067968,1.586633,1.541842,0.02885667,0.03488342,-0.000229626,-0.9989747
0.3762177,0.4058862,1.587726,1.548106,0.0330487,0.03488819,-0.0003881124,-0.9988446
0.3901415,0.4051973,1.586442,1.554389,0.03762113,0.03492402,0.0006792364,-0.9986814
0.4041727,0.4043616,1.585637,1.560951,0.04064773,0.03451954,0.002862781,-0.998573
0.4180676,0.4036808,1.587356,1.567405,0.0429573,0.03533371,0.002441276,-0.998449
0.4320607,0.4029263,1.589923,1.573395,0.04587846,0.03770157,-0.0003728569,-0.9982353
0.4459738,0.4022604,1.592117,1.579561,0.04931198,0.04215863,-0.00391703,-0.9978856
0.4600097,0.401497,1.59351,1.585811,0.05216311,0.04666461,-0.005481845,-0.9975327
0.4737694,0.4008077,1.59531,1.592192,0.05472237,0.05155811,-0.005328466,-0.9971554
0.4878854,0.4001953,1.597831,1.598497,0.05707821,0.0561093,-0.003594656,-0.9967853
0.5017597,0.3999119,1.600808,1.604643,0.05980747,0.06086462,-0.002069181,-0.9963505
0.515575,0.3998851,1.603309,1.610488,0.06296049,0.06609435,-0.0009247987,-0.9958247
0.5295936,0.3998769,1.605146,1.616406,0.06544703,0.07158798,0.0007618126,-0.9952845
0.5435057,0.3997999,1.606289,1.622672,0.06795633,0.07721857,0.003225717,-0.9946904
0.5573012,0.3998655,1.606976,1.628977,0.07030319,0.08238582,0.006285524,-0.9940979
0.5714343,0.4000542,1.607414,1.635384,0.07277808,0.08732893,0.009414032,-0.9934729
0.5852261,0.4005799,1.60784,1.641709,0.07515448,0.09254102,0.01130675,-0.9928042
0.5991547,0.4013467,1.608387,1.647639,0.07781338,0.09795243,0.01182008,-0.992074
0.613187,0.4020931,1.609163,1.653606,0.08056223,0.104015,0.01186387,-0.9912366
0.627023,0.4026601,1.61004,1.660364,0.0838772,0.110843,0.01189088,-0.9902207
0.6409456,0.40321,1.610593,1.667352,0.08717866,0.1180981,0.01249754,-0.9890888
0.6549429,0.4038906,1.610966,1.674459,0.08984516,0.125102,0.01386733,-0.9879702
0.6688032,0.405102,1.611583,1.681325,0.09211008,0.1317616,0.01589068,-0.9868648
