0.01431401,-0.4061821,1.803519,1.364956,-0.1282961,0.04084599,-0.02398218,-0.9906042
0.03109828,-0.4042401,1.809322,1.376651,-0.1258447,0.03933856,-0.02329723,-0.9909959
0.04201859,-0.402158,1.814238,1.387787,-0.123214,0.0372737,-0.02312254,-0.9914103
0.05590167,-0.4000711,1.81834,1.39806,-0.1207946,0.03471025,-0.02264438,-0.991812
0.0697238,-0.398021,1.822117,1.408067,-0.1179329,0.03193754,-0.02125472,-0.9922802
0.08387557,-0.3963616,1.825348,1.4182,-0.1122556,0.02840674,-0.01866737,-0.9930978
0.09767145,-0.3946509,1.828773,1.428207,-0.1049072,0.02513146,-0.01628849,-0.994031
0.111857,-0.3929961,1.831572,1.438109,-0.09617151,0.02245596,-0.01507705,-0.9949972
0.1256377,-0.391603,1.834111,1.448205,-0.08700016,0.02015168,-0.01461766,-0.9958972
0.1394626,-0.3903465,1.836635,1.458374,-0.07768604,0.01834503,-0.01466986,-0.9967012
0.1537797,-0.3892412,1.838434,1.46839,-0.0690407,0.01644883,-0.01500149,-0.9973655
0.1674534,-0.3883543,1.840182,1.478625,-0.06074763,0.01459297,-0.01516457,-0.9979312
0.1817905,-0.38764,1.842153,1.488863,-0.05290511,0.01262492,-0.0142072,-0.9984187
0.1955922,-0.3870811,1.843675,1.498911,-0.04576931,0.01058817,-0.01303701,-0.9988109
0.209692,-0.3867114,1.844869,1.508681,-0.04078418,0.008140743,-0.01208214,-0.9990618
0.22329,-0.386658,1.8461,1.518626,-0.03641557,0.005589604,-0.01127163,-0.9992576
0.2370259,-0.3869159,1.847215,1.528328,-0.03439291,0.003195822,-0.01032385,-0.99935
0.2510185,-0.3874042,1.847891,1.537575,-0.0344817,0.001091748,-0.009926289,-0.9993554
0.2648685,-0.3880265,1.848363,1.546688,-0.03548919,-0.0001829266,-0.0109349,-0.9993103
0.2790267,-0.38887,1.849126,1.555845,-0.03622017,-0.001254469,-0.01204391,-0.9992705
0.2928134,-0.3897605,1.85037,1.565233,-0.03585923,-0.002728939,-0.01315806,-0.9992666
0.3068731,-0.3908267,1.851354,1.574585,-0.03464603,-0.004204452,-0.01460518,-0.9992841
0.3207257,-0.3919435,1.85202,1.583907,-0.03326542,-0.005501479,-0.01591068,-0.9993048
0.3347615,-0.3931944,1.8525,1.59314,-0.03170397,-0.006939173,-0.01698045,-0.999329
0.3490877,-0.3945515,1.853073,1.602564,-0.02950583,-0.008559823,-0.01767547,-0.9993717
0.3627524,-0.3959525,1.853615,1.612084,-0.02646612,-0.01053998,-0.01787714,-0.9994343
0.3767354,-0.3974216,1.853627,1.621654,-0.0228255,-0.01312265,-0.01790415,-0.999493
0.3907609,-0.3990703,1.853266,1.631351,-0.02003126,-0.01573959,-0.01838808,-0.9995064
0.4045468,-0.4007466,1.852911,1.640851,-0.01798753,-0.01812231,-0.0192559,-0.9994885
0.4185188,-0.4024942,1.852246,1.650473,-0.01642888,-0.0204547,-0.01989478,-0.9994578
0.4325641,-0.4042761,1.851716,1.660187,-0.01467833,-0.02352449,-0.02051984,-0.9994049
0.4465733,-0.4061646,1.851504,1.670011,-0.0123392,-0.02702844,-0.02079258,-0.9993423
0.460502,-0.4080772,1.850718,1.679728,-0.01021838,-0.03064629,-0.02118774,-0.9992535
0.4745351,-0.4099483,1.849744,1.689399,-0.008704206,-0.03474322,-0.02207985,-0.9991145
0.4882795,-0.4119647,1.848725,1.699167,-0.006811267,-0.03957933,-0.02275617,-0.9989341
0.5023535,-0.414012,1.847628,1.708956,-0.004744527,-0.04464918,-0.02374664,-0.9987092
0.5164502,-0.4161057,1.846509,1.718854,-0.002410938,-0.05022728,-0.02433664,-0.9984384
0.5301543,-0.4180698,1.844897,1.728541,0.000514471,-0.05617264,-0.02555867,-0.9980938
